000519,-0.37324
000020,-0.06186
000038,-0.25572
002825,1.12141
600311,0.08723
300397,-0.58126
603602,0.47637
002915,0.0
603917,0.0
300729,0.0
300725,1.56087
603042,0.17097
601611,0.96382
300727,0.0
000503,0.98195
002881,0.26057
300638,0.86731
603322,0.83728
300063,0.32579
603848,0.0
300730,0.0
002600,-0.60422
000912,1.9717
002879,0.20952
300708,3.3348
600130,0.92567
000670,0.21557
300038,1.03636
002451,0.87303
601313,5.02392
002768,-0.66164
000673,0.83347
300572,0.80194
002434,0.34073
600435,-0.55102
000697,-0.0819
000158,-0.31883
300712,0.1392
603711,0.0
300056,-0.28274
300380,0.91348
300682,1.09776
600446,0.58378
002183,0.75689
002481,0.67049
002806,3.14635
000969,0.74211
600503,2.00265
300654,0.79971
300065,0.42002
603638,0.96989
600988,1.06267
300604,1.85892
002555,0.27241
002856,0.17129
600206,-0.03865
300701,0.43302
000982,0.16904
002893,0.72325
300424,1.31344
002397,-0.01651
300148,0.1571
000587,-0.4076
300597,1.12777
600283,-0.11294
002669,0.65928
600573,-0.1965
300008,0.12172
300639,0.26145
000890,-0.00837
600749,0.95036
002895,0.96413
600151,-0.20305
600319,0.40483
002350,-0.12587
300359,-0.34249
601106,0.68107
603089,0.84143
002765,-0.04047
002246,0.08324
603939,0.15833
002785,4.69379
300224,-0.58345
002269,-0.30536
300377,1.74941
002436,-0.70781
603533,5.18427
300347,-0.29249
600116,-0.08982
002371,1.48165
000586,-0.12372
601718,-0.22185
300308,4.16997
300237,-0.361
000032,-0.21137
600698,1.2863
002248,0.16899
600973,-0.30442
300019,0.61392
002112,0.3814
002798,2.30553
002634,1.10389
002652,0.23028
002469,-0.42567
002626,-0.20713
002333,0.3928
300570,-0.35952
603626,0.11328
002769,0.89741
600118,0.29391
002409,-0.08689
600593,0.36811
600825,-0.22377
300046,0.36874
002711,-0.61271
300051,0.76756
002796,1.63356
300161,0.51623
000985,0.17117
300565,0.9726
300270,-0.22403
603258,1.03414
603055,0.16218
300323,0.72535
000881,0.1329
603515,0.38804
000922,-0.52492
300108,0.66974
600489,0.03987
300386,-0.06361
600864,-0.25573
002897,-0.0051
000768,-0.01357
002753,0.67739
002076,-0.57696
300401,-0.17312
300336,-0.59466
600736,0.17841
002848,1.49348
002624,-0.23503
002896,0.71537
002843,1.4574
000626,0.61566
600208,-0.1577
002478,-0.02496
002828,0.052
600416,-0.14759
300015,-0.36823
300242,-0.20282
300025,-0.41117
000639,0.51296
600610,0.23042
300329,-0.59188
300676,4.16134
000736,-0.20396
600967,-0.18618
002370,0.73032
002421,-0.55166
002819,1.43665
300300,-0.04101
300360,-0.48486
002217,-0.48469
002853,-0.31865
603990,1.36918
002278,0.38579
603165,1.15403
000777,-0.51891
002152,-0.19062
002052,-0.03056
000677,-0.05234
600770,1.09555
300113,-0.39102
002386,0.28651
300686,0.4443
002824,1.12645
002563,-0.75773
600807,1.91169
300196,-0.05134
600517,0.15049
002695,0.52967
300506,0.34886
300096,-0.13928
000659,1.26059
300094,0.00731
000813,0.15663
002892,0.28705
300076,-0.42475
000839,-0.36635
600545,-0.13216
002721,1.23325
600338,0.93634
601811,0.85898
300630,1.10951
300711,0.5096
300050,-0.03047
000797,-0.37232
000573,0.48666
002058,-0.03926
600090,0.66576
300390,1.06836
600608,0.92625
002818,0.31298
600167,-0.25185
601069,0.89146
600452,0.63172
002174,-0.63694
002446,-0.13431
603557,0.50752
600148,0.35334
603496,0.3054
300327,0.57341
002445,-0.31981
601099,-0.36081
300370,0.06149
300458,1.55452
300505,1.11512
002656,1.15692
002210,-0.36768
002837,0.35107
600345,0.08681
300217,0.91755
600202,-0.32406
600800,0.56132
300406,-0.5697
300006,0.57397
002717,-0.29489
002412,0.06517
600995,-0.21107
300275,1.13243
000838,1.91516
